# 简名 → 完整包路径对照表（写 import 时查这个）
# 共 9331 个简名，同名类用 | 分隔

AABB	net.minecraft.world.phys.AABB
ChunkPalettedStorageFix$Direction$AxisDirection	net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$Direction$AxisDirection
ChunkPalettedStorageFix$MappingConstants	net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$MappingConstants
ChunkPalettedStorageFix$Section	net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$Section
ChunkPalettedStorageFix$UpgradeChunk	net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$UpgradeChunk
ChunkPos	net.minecraft.world.level.ChunkPos
ChunkPos$1	net.minecraft.world.level.ChunkPos$1
ChunkPos$2	net.minecraft.world.level.ChunkPos$2
ChunkProtoTickListFix	net.minecraft.util.datafix.fixes.ChunkProtoTickListFix
ChunkProtoTickListFix$PoorMansPalettedContainer	net.minecraft.util.datafix.fixes.ChunkProtoTickListFix$PoorMansPalettedContainer
ChunkPyramid	net.minecraft.world.level.chunk.status.ChunkPyramid
ChunkPyramid$Builder	net.minecraft.world.level.chunk.status.ChunkPyramid$Builder
ChunkRegionIoEvent	net.minecraft.util.profiling.jfr.event.ChunkRegionIoEvent
ChunkRegionIoEvent$Fields	net.minecraft.util.profiling.jfr.event.ChunkRegionIoEvent$Fields
ChunkRegionReadEvent	net.minecraft.util.profiling.jfr.event.ChunkRegionReadEvent
ChunkRegionWriteEvent	net.minecraft.util.profiling.jfr.event.ChunkRegionWriteEvent
ChunkRenamesFix	net.minecraft.util.datafix.fixes.ChunkRenamesFix
ChunkResult	net.minecraft.server.level.ChunkResult
ChunkResult$Fail	net.minecraft.server.level.ChunkResult$Fail
ChunkResult$Success	net.minecraft.server.level.ChunkResult$Success
ChunkScanAccess	net.minecraft.world.level.chunk.storage.ChunkScanAccess
ChunkSectionLayer	net.minecraft.client.renderer.chunk.ChunkSectionLayer
ChunkSectionLayerGroup	net.minecraft.client.renderer.chunk.ChunkSectionLayerGroup
ChunkSectionsToRender	net.minecraft.client.renderer.chunk.ChunkSectionsToRender
ChunkSkyLightSources	net.minecraft.world.level.lighting.ChunkSkyLightSources
ChunkSource	net.minecraft.world.level.chunk.ChunkSource
ChunkStatus	net.minecraft.world.level.chunk.status.ChunkStatus
ChunkStatusFix	net.minecraft.util.datafix.fixes.ChunkStatusFix
ChunkStatusFix2	net.minecraft.util.datafix.fixes.ChunkStatusFix2
ChunkStatusTask	net.minecraft.world.level.chunk.status.ChunkStatusTask
ChunkStatusTasks	net.minecraft.world.level.chunk.status.ChunkStatusTasks
ChunkStatusUpdateListener	net.minecraft.world.level.entity.ChunkStatusUpdateListener
ChunkStep	net.minecraft.world.level.chunk.status.ChunkStep
ChunkStep$Builder	net.minecraft.world.level.chunk.status.ChunkStep$Builder
ChunkStructuresTemplateRenameFix	net.minecraft.util.datafix.fixes.ChunkStructuresTemplateRenameFix
ChunkTaskDispatcher	net.minecraft.server.level.ChunkTaskDispatcher
ChunkTaskPriorityQueue	net.minecraft.server.level.ChunkTaskPriorityQueue
ChunkTaskPriorityQueue$TasksForChunk	net.minecraft.server.level.ChunkTaskPriorityQueue$TasksForChunk
ChunkTicketUnpackPosFix	net.minecraft.util.datafix.fixes.ChunkTicketUnpackPosFix
ChunkToProtochunkFix	net.minecraft.util.datafix.fixes.ChunkToProtochunkFix
ChunkTracker	net.minecraft.server.level.ChunkTracker
ChunkTrackingView	net.minecraft.server.level.ChunkTrackingView
ChunkTrackingView$1	net.minecraft.server.level.ChunkTrackingView$1
ChunkTrackingView$Positioned	net.minecraft.server.level.ChunkTrackingView$Positioned
ChunkType	net.minecraft.world.level.chunk.status.ChunkType
ChunkedSampleByteBuf	net.minecraft.client.sounds.ChunkedSampleByteBuf
CipherBase	net.minecraft.network.CipherBase
CipherDecoder	net.minecraft.network.CipherDecoder
CipherEncoder	net.minecraft.network.CipherEncoder
CircleGizmo	net.minecraft.gizmos.CircleGizmo
ClampedInt	net.minecraft.util.valueproviders.ClampedInt
ClampedNormalFloat	net.minecraft.util.valueproviders.ClampedNormalFloat
ClampedNormalInt	net.minecraft.util.valueproviders.ClampedNormalInt
ClassInstanceMultiMap	net.minecraft.util.ClassInstanceMultiMap
ClassTreeIdRegistry	net.minecraft.util.ClassTreeIdRegistry
Clear	net.minecraft.world.level.levelgen.structure.templatesystem.rule.blockentity.Clear
ClearAllStatusEffectsConsumeEffect	net.minecraft.world.item.consume_effects.ClearAllStatusEffectsConsumeEffect
ClearInventoryCommands	net.minecraft.server.commands.ClearInventoryCommands
Clearable	net.minecraft.world.Clearable
ClickAction	net.minecraft.world.inventory.ClickAction
ClickEvent	net.minecraft.network.chat.ClickEvent
ClickEvent$Action	net.minecraft.network.chat.ClickEvent$Action
ClickEvent$ChangePage	net.minecraft.network.chat.ClickEvent$ChangePage
ClickEvent$CopyToClipboard	net.minecraft.network.chat.ClickEvent$CopyToClipboard
ClickEvent$Custom	net.minecraft.network.chat.ClickEvent$Custom
ClickEvent$OpenFile	net.minecraft.network.chat.ClickEvent$OpenFile
ClickEvent$OpenUrl	net.minecraft.network.chat.ClickEvent$OpenUrl
ClickEvent$RunCommand	net.minecraft.network.chat.ClickEvent$RunCommand
ClickEvent$ShowDialog	net.minecraft.network.chat.ClickEvent$ShowDialog
ClickEvent$SuggestCommand	net.minecraft.network.chat.ClickEvent$SuggestCommand
ClickType	net.minecraft.world.inventory.ClickType
ClientActivePlayersTooltip	net.minecraft.client.gui.screens.inventory.tooltip.ClientActivePlayersTooltip
ClientActivePlayersTooltip$ActivePlayersTooltip	net.minecraft.client.gui.screens.inventory.tooltip.ClientActivePlayersTooltip$ActivePlayersTooltip
ClientAdvancements	net.minecraft.client.multiplayer.ClientAdvancements
ClientAdvancements$Listener	net.minecraft.client.multiplayer.ClientAdvancements$Listener
ClientAsset	net.minecraft.core.ClientAsset
ClientAsset$DownloadedTexture	net.minecraft.core.ClientAsset$DownloadedTexture
ClientAsset$ResourceTexture	net.minecraft.core.ClientAsset$ResourceTexture
ClientAsset$Texture	net.minecraft.core.ClientAsset$Texture
ClientAvatarEntity	net.minecraft.client.entity.ClientAvatarEntity
ClientAvatarState	net.minecraft.client.entity.ClientAvatarState
ClientBootstrap	net.minecraft.client.ClientBootstrap
ClientBrandRetriever	net.minecraft.client.ClientBrandRetriever
ClientBundleTooltip	net.minecraft.client.gui.screens.inventory.tooltip.ClientBundleTooltip
ClientChunkCache	net.minecraft.client.multiplayer.ClientChunkCache
ClientChunkCache$Storage	net.minecraft.client.multiplayer.ClientChunkCache$Storage
ClientCommonPacketListener	net.minecraft.network.protocol.common.ClientCommonPacketListener
ClientCommonPacketListenerImpl	net.minecraft.client.multiplayer.ClientCommonPacketListenerImpl
ClientCommonPacketListenerImpl$CommonDialogAccess	net.minecraft.client.multiplayer.ClientCommonPacketListenerImpl$CommonDialogAccess
ClientCommonPacketListenerImpl$DeferredPacket	net.minecraft.client.multiplayer.ClientCommonPacketListenerImpl$DeferredPacket
ClientCommonPacketListenerImpl$PackConfirmScreen	net.minecraft.client.multiplayer.ClientCommonPacketListenerImpl$PackConfirmScreen
ClientCommonPacketListenerImpl$PackConfirmScreen$PendingRequest	net.minecraft.client.multiplayer.ClientCommonPacketListenerImpl$PackConfirmScreen$PendingRequest
ClientConfigurationPacketListener	net.minecraft.network.protocol.configuration.ClientConfigurationPacketListener
ClientConfigurationPacketListenerImpl	net.minecraft.client.multiplayer.ClientConfigurationPacketListenerImpl
ClientConfigurationPacketListenerImpl$1	net.minecraft.client.multiplayer.ClientConfigurationPacketListenerImpl$1
ClientConfigurationPacketListenerImpl$2	net.minecraft.client.multiplayer.ClientConfigurationPacketListenerImpl$2
ClientCookiePacketListener	net.minecraft.network.protocol.cookie.ClientCookiePacketListener
ClientDebugSubscriber	net.minecraft.client.multiplayer.ClientDebugSubscriber
ClientDebugSubscriber$1	net.minecraft.client.multiplayer.ClientDebugSubscriber$1
ClientDebugSubscriber$ValueMap	net.minecraft.client.multiplayer.ClientDebugSubscriber$ValueMap
ClientDebugSubscriber$ValueMapType	net.minecraft.client.multiplayer.ClientDebugSubscriber$ValueMapType
ClientDebugSubscriber$ValueMaps	net.minecraft.client.multiplayer.ClientDebugSubscriber$ValueMaps
ClientDebugSubscriber$ValueWrapper	net.minecraft.client.multiplayer.ClientDebugSubscriber$ValueWrapper
ClientExplosionTracker	net.minecraft.client.multiplayer.ClientExplosionTracker
ClientExplosionTracker$ExplosionInfo	net.minecraft.client.multiplayer.ClientExplosionTracker$ExplosionInfo
ClientFpsEvent	net.minecraft.util.profiling.jfr.event.ClientFpsEvent
ClientFpsEvent$Fields	net.minecraft.util.profiling.jfr.event.ClientFpsEvent$Fields
ClientGamePacketListener	net.minecraft.network.protocol.game.ClientGamePacketListener
ClientHandshakePacketListenerImpl	net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl
ClientHandshakePacketListenerImpl$State	net.minecraft.client.multiplayer.ClientHandshakePacketListenerImpl$State
ClientInfo	net.minecraft.server.jsonrpc.methods.ClientInfo
ClientInformation	net.minecraft.server.level.ClientInformation
ClientInput	net.minecraft.client.player.ClientInput
ClientIntent	net.minecraft.network.protocol.handshake.ClientIntent
ClientIntentionPacket	net.minecraft.network.protocol.handshake.ClientIntentionPacket
ClientItem	net.minecraft.client.renderer.item.ClientItem
ClientItem$Properties	net.minecraft.client.renderer.item.ClientItem$Properties
ClientItemInfoLoader	net.minecraft.client.resources.model.ClientItemInfoLoader
ClientItemInfoLoader$LoadedClientInfos	net.minecraft.client.resources.model.ClientItemInfoLoader$LoadedClientInfos
ClientItemInfoLoader$PendingLoad	net.minecraft.client.resources.model.ClientItemInfoLoader$PendingLoad
ClientLanguage	net.minecraft.client.resources.language.ClientLanguage
ClientLevel	net.minecraft.client.multiplayer.ClientLevel
ClientLevel$1	net.minecraft.client.multiplayer.ClientLevel$1
ClientLevel$ClientLevelData	net.minecraft.client.multiplayer.ClientLevel$ClientLevelData
ClientLevel$EntityCallbacks	net.minecraft.client.multiplayer.ClientLevel$EntityCallbacks
ClientLoginPacketListener	net.minecraft.network.protocol.login.ClientLoginPacketListener
ClientMannequin	net.minecraft.client.entity.ClientMannequin
ClientMetricsSamplersProvider	net.minecraft.client.profiling.ClientMetricsSamplersProvider
ClientPackSource	net.minecraft.client.resources.ClientPackSource
ClientPacketListener	net.minecraft.client.multiplayer.ClientPacketListener
ClientPacketListener$1	net.minecraft.client.multiplayer.ClientPacketListener$1
ClientPacketListener$2	net.minecraft.client.multiplayer.ClientPacketListener$2
ClientPacketListener$3	net.minecraft.client.multiplayer.ClientPacketListener$3
ClientPacketListener$CommandCheckResult	net.minecraft.client.multiplayer.ClientPacketListener$CommandCheckResult
ClientPongPacketListener	net.minecraft.network.protocol.ping.ClientPongPacketListener
ClientRecipeBook	net.minecraft.client.ClientRecipeBook
ClientRecipeContainer	net.minecraft.client.multiplayer.ClientRecipeContainer
ClientRegistryLayer	net.minecraft.client.multiplayer.ClientRegistryLayer
ClientSideMerchant	net.minecraft.world.entity.npc.ClientSideMerchant
ClientStatusPacketListener	net.minecraft.network.protocol.status.ClientStatusPacketListener
ClientSuggestionProvider	net.minecraft.client.multiplayer.ClientSuggestionProvider
ClientSuggestionProvider$1	net.minecraft.client.multiplayer.ClientSuggestionProvider$1
ClientTelemetryManager	net.minecraft.client.telemetry.ClientTelemetryManager
ClientTextTooltip	net.minecraft.client.gui.screens.inventory.tooltip.ClientTextTooltip
ClientTooltipComponent	net.minecraft.client.gui.screens.inventory.tooltip.ClientTooltipComponent
ClientTooltipPositioner	net.minecraft.client.gui.screens.inventory.tooltip.ClientTooltipPositioner
ClientWaypointManager	net.minecraft.client.waypoints.ClientWaypointManager
ClientboundAddEntityPacket	net.minecraft.network.protocol.game.ClientboundAddEntityPacket
ClientboundAnimatePacket	net.minecraft.network.protocol.game.ClientboundAnimatePacket
ClientboundAwardStatsPacket	net.minecraft.network.protocol.game.ClientboundAwardStatsPacket
ClientboundBlockChangedAckPacket	net.minecraft.network.protocol.game.ClientboundBlockChangedAckPacket
ClientboundBlockDestructionPacket	net.minecraft.network.protocol.game.ClientboundBlockDestructionPacket
ClientboundBlockEntityDataPacket	net.minecraft.network.protocol.game.ClientboundBlockEntityDataPacket
ClientboundBlockEventPacket	net.minecraft.network.protocol.game.ClientboundBlockEventPacket
ClientboundBlockUpdatePacket	net.minecraft.network.protocol.game.ClientboundBlockUpdatePacket
ClientboundBossEventPacket	net.minecraft.network.protocol.game.ClientboundBossEventPacket
ClientboundBossEventPacket$1	net.minecraft.network.protocol.game.ClientboundBossEventPacket$1
ClientboundBossEventPacket$AddOperation	net.minecraft.network.protocol.game.ClientboundBossEventPacket$AddOperation
ClientboundBossEventPacket$Handler	net.minecraft.network.protocol.game.ClientboundBossEventPacket$Handler
ClientboundBossEventPacket$Operation	net.minecraft.network.protocol.game.ClientboundBossEventPacket$Operation
ClientboundBossEventPacket$OperationType	net.minecraft.network.protocol.game.ClientboundBossEventPacket$OperationType
ClientboundBossEventPacket$UpdateNameOperation	net.minecraft.network.protocol.game.ClientboundBossEventPacket$UpdateNameOperation
ClientboundBossEventPacket$UpdateProgressOperation	net.minecraft.network.protocol.game.ClientboundBossEventPacket$UpdateProgressOperation
ClientboundBossEventPacket$UpdatePropertiesOperation	net.minecraft.network.protocol.game.ClientboundBossEventPacket$UpdatePropertiesOperation
ClientboundBossEventPacket$UpdateStyleOperation	net.minecraft.network.protocol.game.ClientboundBossEventPacket$UpdateStyleOperation
ClientboundBundleDelimiterPacket	net.minecraft.network.protocol.game.ClientboundBundleDelimiterPacket
ClientboundBundlePacket	net.minecraft.network.protocol.game.ClientboundBundlePacket
ClientboundChangeDifficultyPacket	net.minecraft.network.protocol.game.ClientboundChangeDifficultyPacket
ClientboundChunkBatchFinishedPacket	net.minecraft.network.protocol.game.ClientboundChunkBatchFinishedPacket
ClientboundChunkBatchStartPacket	net.minecraft.network.protocol.game.ClientboundChunkBatchStartPacket
ClientboundChunksBiomesPacket	net.minecraft.network.protocol.game.ClientboundChunksBiomesPacket
ClientboundChunksBiomesPacket$ChunkBiomeData	net.minecraft.network.protocol.game.ClientboundChunksBiomesPacket$ChunkBiomeData
ClientboundClearDialogPacket	net.minecraft.network.protocol.common.ClientboundClearDialogPacket
ClientboundClearTitlesPacket	net.minecraft.network.protocol.game.ClientboundClearTitlesPacket
ClientboundCodeOfConductPacket	net.minecraft.network.protocol.configuration.ClientboundCodeOfConductPacket
ClientboundCommandSuggestionsPacket	net.minecraft.network.protocol.game.ClientboundCommandSuggestionsPacket
ClientboundCommandSuggestionsPacket$Entry	net.minecraft.network.protocol.game.ClientboundCommandSuggestionsPacket$Entry
ClientboundCommandsPacket	net.minecraft.network.protocol.game.ClientboundCommandsPacket
ClientboundCommandsPacket$ArgumentNodeStub	net.minecraft.network.protocol.game.ClientboundCommandsPacket$ArgumentNodeStub
ClientboundCommandsPacket$Entry	net.minecraft.network.protocol.game.ClientboundCommandsPacket$Entry
ClientboundCommandsPacket$LiteralNodeStub	net.minecraft.network.protocol.game.ClientboundCommandsPacket$LiteralNodeStub
ClientboundCommandsPacket$NodeBuilder	net.minecraft.network.protocol.game.ClientboundCommandsPacket$NodeBuilder
ClientboundCommandsPacket$NodeInspector	net.minecraft.network.protocol.game.ClientboundCommandsPacket$NodeInspector
ClientboundCommandsPacket$NodeResolver	net.minecraft.network.protocol.game.ClientboundCommandsPacket$NodeResolver
ClientboundCommandsPacket$NodeStub	net.minecraft.network.protocol.game.ClientboundCommandsPacket$NodeStub
ClientboundContainerClosePacket	net.minecraft.network.protocol.game.ClientboundContainerClosePacket
ClientboundContainerSetContentPacket	net.minecraft.network.protocol.game.ClientboundContainerSetContentPacket
ClientboundContainerSetDataPacket	net.minecraft.network.protocol.game.ClientboundContainerSetDataPacket
ClientboundContainerSetSlotPacket	net.minecraft.network.protocol.game.ClientboundContainerSetSlotPacket
ClientboundCookieRequestPacket	net.minecraft.network.protocol.cookie.ClientboundCookieRequestPacket
ClientboundCooldownPacket	net.minecraft.network.protocol.game.ClientboundCooldownPacket
ClientboundCustomChatCompletionsPacket	net.minecraft.network.protocol.game.ClientboundCustomChatCompletionsPacket
ClientboundCustomChatCompletionsPacket$Action	net.minecraft.network.protocol.game.ClientboundCustomChatCompletionsPacket$Action
ClientboundCustomPayloadPacket	net.minecraft.network.protocol.common.ClientboundCustomPayloadPacket
ClientboundCustomQueryPacket	net.minecraft.network.protocol.login.ClientboundCustomQueryPacket
ClientboundCustomReportDetailsPacket	net.minecraft.network.protocol.common.ClientboundCustomReportDetailsPacket
ClientboundDamageEventPacket	net.minecraft.network.protocol.game.ClientboundDamageEventPacket
ClientboundDebugBlockValuePacket	net.minecraft.network.protocol.game.ClientboundDebugBlockValuePacket
ClientboundDebugChunkValuePacket	net.minecraft.network.protocol.game.ClientboundDebugChunkValuePacket
ClientboundDebugEntityValuePacket	net.minecraft.network.protocol.game.ClientboundDebugEntityValuePacket
ClientboundDebugEventPacket	net.minecraft.network.protocol.game.ClientboundDebugEventPacket
ClientboundDebugSamplePacket	net.minecraft.network.protocol.game.ClientboundDebugSamplePacket
ClientboundDeleteChatPacket	net.minecraft.network.protocol.game.ClientboundDeleteChatPacket
ClientboundDisconnectPacket	net.minecraft.network.protocol.common.ClientboundDisconnectPacket
ClientboundDisguisedChatPacket	net.minecraft.network.protocol.game.ClientboundDisguisedChatPacket
ClientboundEntityEventPacket	net.minecraft.network.protocol.game.ClientboundEntityEventPacket
ClientboundEntityPositionSyncPacket	net.minecraft.network.protocol.game.ClientboundEntityPositionSyncPacket
